year,emp_type_code,emp_type,item,unit,value
2025,01,전체근로자(특수형태포함),전년도 연간특별급여,천원,4209.0
2007,02,정규근로자,총근로일수,일,22.7
2007,02,정규근로자,총근로시간,시간,193.2
2007,02,정규근로자,소정실근로시간,시간,179.3
2007,02,정규근로자,초과근로시간,시간,13.9
2007,02,정규근로자,휴일근로시간,시간,
2007,02,정규근로자,시간당임금총액,원,13336.0
2007,02,정규근로자,시간당정액급여,원,11026.0
2007,02,정규근로자,월임금총액,천원,2435.0
2007,02,정규근로자,월급여액,천원,2027.0
2007,02,정규근로자,정액급여,천원,1893.0
2007,02,정규근로자,초과급여,천원,134.0
2007,02,정규근로자,전년도 연간특별급여/12개월,천원,408.0
2007,02,정규근로자,전년도 연간특별급여,천원,4895.0
2008,02,정규근로자,총근로일수,일,22.2
2008,02,정규근로자,총근로시간,시간,189.6
2008,02,정규근로자,소정실근로시간,시간,176.2
2008,02,정규근로자,초과근로시간,시간,13.4
2008,02,정규근로자,휴일근로시간,시간,
2008,02,정규근로자,시간당임금총액,원,14283.0
2008,02,정규근로자,시간당정액급여,원,11883.0
2008,02,정규근로자,월임금총액,천원,2569.0
2008,02,정규근로자,월급여액,천원,2151.0
2008,02,정규근로자,정액급여,천원,2013.0
2008,02,정규근로자,초과급여,천원,138.0
2008,02,정규근로자,전년도 연간특별급여/12개월,천원,418.0
2008,02,정규근로자,전년도 연간특별급여,천원,5012.0
2009,02,정규근로자,총근로일수,일,23.1
2009,02,정규근로자,총근로시간,시간,195.7
2009,02,정규근로자,소정실근로시간,시간,183.5
2009,02,정규근로자,초과근로시간,시간,12.2
2009,02,정규근로자,휴일근로시간,시간,
2009,02,정규근로자,시간당임금총액,원,13828.0
2009,02,정규근로자,시간당정액급여,원,11537.0
2009,02,정규근로자,월임금총액,천원,2606.0
2009,02,정규근로자,월급여액,천원,2199.0
2009,02,정규근로자,정액급여,천원,2063.0
2009,02,정규근로자,초과급여,천원,135.0
2009,02,정규근로자,전년도 연간특별급여/12개월,천원,407.0
2009,02,정규근로자,전년도 연간특별급여,천원,4884.0
2010,02,정규근로자,총근로일수,일,22.9
2010,02,정규근로자,총근로시간,시간,194.4
2010,02,정규근로자,소정실근로시간,시간,181.6
2010,02,정규근로자,초과근로시간,시간,12.9
2010,02,정규근로자,휴일근로시간,시간,
2010,02,정규근로자,시간당임금총액,원,14388.0
2010,02,정규근로자,시간당정액급여,원,12160.0
2010,02,정규근로자,월임금총액,천원,2677.0
2010,02,정규근로자,월급여액,천원,2285.0
2010,02,정규근로자,정액급여,천원,2139.0
2010,02,정규근로자,초과급여,천원,145.0
2010,02,정규근로자,전년도 연간특별급여/12개월,천원,393.0
2010,02,정규근로자,전년도 연간특별급여,천원,4712.0
2011,02,정규근로자,총근로일수,일,22.5
2011,02,정규근로자,총근로시간,시간,190.7
2011,02,정규근로자,소정실근로시간,시간,177.3
2011,02,정규근로자,초과근로시간,시간,13.4
2011,02,정규근로자,휴일근로시간,시간,
2011,02,정규근로자,시간당임금총액,원,15289.0
2011,02,정규근로자,시간당정액급여,원,12863.0
2011,02,정규근로자,월임금총액,천원,2814.0
2011,02,정규근로자,월급여액,천원,2385.0
2011,02,정규근로자,정액급여,천원,2225.0
2011,02,정규근로자,초과급여,천원,160.0
2011,02,정규근로자,전년도 연간특별급여/12개월,천원,429.0
2011,02,정규근로자,전년도 연간특별급여,천원,5152.0
2012,02,정규근로자,총근로일수,일,21.7
2012,02,정규근로자,총근로시간,시간,184.4
2012,02,정규근로자,소정실근로시간,시간,170.9
2012,02,정규근로자,초과근로시간,시간,13.5
2012,02,정규근로자,휴일근로시간,시간,
2012,02,정규근로자,시간당임금총액,원,16403.0
2012,02,정규근로자,시간당정액급여,원,14075.0
2012,02,정규근로자,월임금총액,천원,2903.0
2012,02,정규근로자,월급여액,천원,2502.0
2012,02,정규근로자,정액급여,천원,2334.0
2012,02,정규근로자,초과급여,천원,168.0
2012,02,정규근로자,전년도 연간특별급여/12개월,천원,400.0
2012,02,정규근로자,전년도 연간특별급여,천원,4803.0
2013,02,정규근로자,총근로일수,일,21.0
2013,02,정규근로자,총근로시간,시간,178.0
2013,02,정규근로자,소정실근로시간,시간,164.6
2013,02,정규근로자,초과근로시간,시간,13.4
2013,02,정규근로자,휴일근로시간,시간,
2013,02,정규근로자,시간당임금총액,원,17525.0
2013,02,정규근로자,시간당정액급여,원,15001.0
2013,02,정규근로자,월임금총액,천원,2985.0
2013,02,정규근로자,월급여액,천원,2566.0
2013,02,정규근로자,정액급여,천원,2390.0
2013,02,정규근로자,초과급여,천원,176.0
2013,02,정규근로자,전년도 연간특별급여/12개월,천원,419.0
2013,02,정규근로자,전년도 연간특별급여,천원,5022.0
2014,02,정규근로자,총근로일수,일,21.0
2014,02,정규근로자,총근로시간,시간,177.7
2014,02,정규근로자,소정실근로시간,시간,165.4
2014,02,정규근로자,초과근로시간,시간,12.3
2014,02,정규근로자,휴일근로시간,시간,
2014,02,정규근로자,시간당임금총액,원,18426.0
2014,02,정규근로자,시간당정액급여,원,15684.0
2014,02,정규근로자,월임금총액,천원,3151.0
2014,02,정규근로자,월급여액,천원,2698.0
2014,02,정규근로자,정액급여,천원,2518.0
2014,02,정규근로자,초과급여,천원,180.0
2014,02,정규근로자,전년도 연간특별급여/12개월,천원,452.0
2014,02,정규근로자,전년도 연간특별급여,천원,5429.0
2015,02,정규근로자,총근로일수,일,22.7
2015,02,정규근로자,총근로시간,시간,187.4
2015,02,정규근로자,소정실근로시간,시간,179.8
2015,02,정규근로자,초과근로시간,시간,7.6
2015,02,정규근로자,휴일근로시간,시간,3.6
2015,02,정규근로자,시간당임금총액,원,17480.0
2015,02,정규근로자,시간당정액급여,원,14644.0
2015,02,정규근로자,월임금총액,천원,3194.0
2015,02,정규근로자,월급여액,천원,2771.0
2015,02,정규근로자,정액급여,천원,2589.0
2015,02,정규근로자,초과급여,천원,182.0
2015,02,정규근로자,전년도 연간특별급여/12개월,천원,422.0
2015,02,정규근로자,전년도 연간특별급여,천원,5066.0
2016,02,정규근로자,총근로일수,일,22.1
2016,02,정규근로자,총근로시간,시간,184.7
2016,02,정규근로자,소정실근로시간,시간,173.9
2016,02,정규근로자,초과근로시간,시간,10.8
2016,02,정규근로자,휴일근로시간,시간,3.5
2016,02,정규근로자,시간당임금총액,원,18212.0
2016,02,정규근로자,시간당정액급여,원,15648.0
2016,02,정규근로자,월임금총액,천원,3283.0
2016,02,정규근로자,월급여액,천원,2850.0
2016,02,정규근로자,정액급여,천원,2674.0
2016,02,정규근로자,초과급여,천원,177.0
2016,02,정규근로자,전년도 연간특별급여/12개월,천원,433.0
2016,02,정규근로자,전년도 연간특별급여,천원,5197.0
2017,02,정규근로자,총근로일수,일,21.9
2017,02,정규근로자,총근로시간,시간,183.1
2017,02,정규근로자,소정실근로시간,시간,172.6
2017,02,정규근로자,초과근로시간,시간,10.6
2017,02,정규근로자,휴일근로시간,시간,3.4
2017,02,정규근로자,시간당임금총액,원,18835.0
2017,02,정규근로자,시간당정액급여,원,16275.0
2017,02,정규근로자,월임금총액,천원,3363.0
2017,02,정규근로자,월급여액,천원,2949.0
2017,02,정규근로자,정액급여,천원,2761.0
2017,02,정규근로자,초과급여,천원,188.0
2017,02,정규근로자,전년도 연간특별급여/12개월,천원,414.0
2017,02,정규근로자,전년도 연간특별급여,천원,4969.0
2018,02,정규근로자,총근로일수,일,20.5
2018,02,정규근로자,총근로시간,시간,169.7
2018,02,정규근로자,소정실근로시간,시간,159.9
2018,02,정규근로자,초과근로시간,시간,9.8
2018,02,정규근로자,휴일근로시간,시간,3.5
2018,02,정규근로자,시간당임금총액,원,21203.0
2018,02,정규근로자,시간당정액급여,원,18434.0
2018,02,정규근로자,월임금총액,천원,3510.0
2018,02,정규근로자,월급여액,천원,3086.0
2018,02,정규근로자,정액급여,천원,2894.0
2018,02,정규근로자,초과급여,천원,191.0
2018,02,정규근로자,전년도 연간특별급여/12개월,천원,424.0
2018,02,정규근로자,전년도 연간특별급여,천원,5091.0
2019,02,정규근로자,총근로일수,일,20.2
2019,02,정규근로자,총근로시간,시간,165.2
2019,02,정규근로자,소정실근로시간,시간,156.6
2019,02,정규근로자,초과근로시간,시간,8.6
2019,02,정규근로자,휴일근로시간,시간,2.7
2019,02,정규근로자,시간당임금총액,원,22193.0
2019,02,정규근로자,시간당정액급여,원,19433.0
2019,02,정규근로자,월임금총액,천원,3612.0
2019,02,정규근로자,월급여액,천원,3188.0
2019,02,정규근로자,정액급여,천원,3006.0
2019,02,정규근로자,초과급여,천원,182.0
2019,02,정규근로자,전년도 연간특별급여/12개월,천원,425.0
2019,02,정규근로자,전년도 연간특별급여,천원,5095.0
2020,02,정규근로자,총근로일수,일,22.0
2020,02,정규근로자,총근로시간,시간,179.8
2020,02,정규근로자,소정실근로시간,시간,172.3
2020,02,정규근로자,초과근로시간,시간,7.5
2020,02,정규근로자,휴일근로시간,시간,1.8
2020,02,정규근로자,시간당임금총액,원,20731.0
2020,02,정규근로자,시간당정액급여,원,18210.0
2020,02,정규근로자,월임금총액,천원,3693.0
2020,02,정규근로자,월급여액,천원,3286.0
2020,02,정규근로자,정액급여,천원,3116.0
2020,02,정규근로자,초과급여,천원,170.0
2020,02,정규근로자,전년도 연간특별급여/12개월,천원,407.0
2020,02,정규근로자,전년도 연간특별급여,천원,4884.0
2021,02,정규근로자,총근로일수,일,22.1
2021,02,정규근로자,총근로시간,시간,180.2
2021,02,정규근로자,소정실근로시간,시간,172.2
2021,02,정규근로자,초과근로시간,시간,8.0
2021,02,정규근로자,휴일근로시간,시간,2.0
2021,02,정규근로자,시간당임금총액,원,21230.0
2021,02,정규근로자,시간당정액급여,원,18835.0
2021,02,정규근로자,월임금총액,천원,3795.0
2021,02,정규근로자,월급여액,천원,3410.0
2021,02,정규근로자,정액급여,천원,3222.0
2021,02,정규근로자,초과급여,천원,188.0
2021,02,정규근로자,전년도 연간특별급여/12개월,천원,385.0
2021,02,정규근로자,전년도 연간특별급여,천원,4625.0
2022,02,정규근로자,총근로일수,일,20.6
2022,02,정규근로자,총근로시간,시간,169.0
2022,02,정규근로자,소정실근로시간,시간,160.4
2022,02,정규근로자,초과근로시간,시간,8.6
2022,02,정규근로자,휴일근로시간,시간,2.5
2022,02,정규근로자,시간당임금총액,원,24409.0
2022,02,정규근로자,시간당정액급여,원,21437.0
2022,02,정규근로자,월임금총액,천원,4078.0
2022,02,정규근로자,월급여액,천원,3623.0
2022,02,정규근로자,정액급여,천원,3412.0
2022,02,정규근로자,초과급여,천원,211.0
2022,02,정규근로자,전년도 연간특별급여/12개월,천원,455.0
2022,02,정규근로자,전년도 연간특별급여,천원,5464.0
2023,02,정규근로자,총근로일수,일,21.2
2023,02,정규근로자,총근로시간,시간,174.5
2023,02,정규근로자,소정실근로시간,시간,165.9
2023,02,정규근로자,초과근로시간,시간,8.6
2023,02,정규근로자,휴일근로시간,시간,2.3
2023,02,정규근로자,시간당임금총액,원,24799.0
2023,02,정규근로자,시간당정액급여,원,21676.0
2023,02,정규근로자,월임금총액,천원,4280.0
2023,02,정규근로자,월급여액,천원,3787.0
2023,02,정규근로자,정액급여,천원,3568.0
2023,02,정규근로자,초과급여,천원,220.0
2023,02,정규근로자,전년도 연간특별급여/12개월,천원,493.0
2023,02,정규근로자,전년도 연간특별급여,천원,5916.0
2024,02,정규근로자,총근로일수,일,19.7
2024,02,정규근로자,총근로시간,시간,162.2
2024,02,정규근로자,소정실근로시간,시간,153.5
2024,02,정규근로자,초과근로시간,시간,8.7
2024,02,정규근로자,휴일근로시간,시간,2.6
2024,02,정규근로자,시간당임금총액,원,27703.0
2024,02,정규근로자,시간당정액급여,원,24492.0
